Authors,Year,Title,DOI,URL
"W. Wijaya, I. M. Murwantara and A. R. Mitra",2020,A Simplified Method to Identify the Sarcastic Elements of Bahasa Indonesia in Youtube Comments,10.1109/ICoICT49345.2020.9166269,https://ieeexplore.ieee.org/document/9166269/
G. P. Wiratama and A. Rusli,2019,Sentiment analysis of application user feedback in Bahasa Indonesia using multinomial naive bayes,10.1109/CONMEDIA46929.2019.8981850,https://ieeexplore.ieee.org/document/8981850/
M. R. Yanuar and S. Shiramatsu,2020,Aspect Extraction for Tourist Spot Review in Indonesian Language using BERT,10.1109/ICAIIC48513.2020.9065263,https://ieeexplore.ieee.org/document/9065263/
Zamahsyari and A. Nurwidyantoro,2017,Sentiment analysis of economic news in Bahasa Indonesia using majority vote classifier,10.1109/ICODSE.2016.7936123,https://ieeexplore.ieee.org/document/7936123/
D. Kun Indarta and A. Romadhony,2021,Aspect and Opinion Extraction of Indonesian Lipsticks Product Reviews using Conditional Random Field (CRF),10.1109/KST51265.2021.9415829,https://ieeexplore.ieee.org/document/9415829/
"N. B. Ahmat Baseri, J. A. Bakar, A. Ahmad, H. Jafferi and M. F. Zamri",2020,SMVS: A Web-based Application for Graphical Visualization of Malay Text Corpus,10.1109/ISCAIE47305.2020.9108705,https://ieeexplore.ieee.org/document/9108705/authors
"S. Alias, S. K. Mohammad, G. K. Hoon and T. T. Ping",2018,A text representation model using Sequential Pattern-Growth method,10.1007/s10044-017-0624-9,https://link.springer.com/article/10.1007/s10044-017-0624-9
I. Aulia and A. M. Barmawi,2016,An automatic health surveillance chart interpretation system based on Indonesian language,10.1109/ICACSIS.2015.7415165,https://ieeexplore.ieee.org/document/7415165/
S. Chua and P. N. E. Nohuddin,2017,Relationship analysis of keyword and chapter in Malay-translated tafseer of Al-Quran,,https://core.ac.uk/download/pdf/270215411.pdf
D. S. Esperanti and A. Purwarianti,2016,Relation extraction using dependency tree kernel for Bahasa Indonesia,10.1109/ICAICTA.2016.7803105,https://ieeexplore.ieee.org/document/7803105/
"U. Hasanah, T. Astuti, R. Wahyudi, Z. Rifai and R. A. Pambudi",2018,An experimental study of text preprocessing techniques for automatic short answer grading in Indonesian,10.1109/ICITISEE.2018.8720957,https://ieeexplore.ieee.org/document/8720957/
R. J. Hasudungan and A. Purwarianti,2019,Relation Detection for Indonesian Language Using Deep Neural Network - Support Vector Machine,10.1109/IALP.2018.8629248,https://ieeexplore.ieee.org/document/8629248/
"C. Liu, A. De Andrade and M. Osama",2019,Exploring Multilingual Syntactic Sentence Representations,,https://aclanthology.org/D19-5521.pdf
W. Liu and L. Wang,2020,Transfer Building of Multiword Expression Resource from Indonesian to Malay,10.1109/IALP51396.2020.9310506,https://ieeexplore.ieee.org/document/9310506/
"H. Nomoto, S. Akasegawa and A. Shiohara",2018,Reclassification of the Leipzig Corpora Collection for Malay and Indonesian,,http://search.ebscohost.com/login.aspx?direct=true&db=bas&AN=BAS940402&site=ehost-live&authtype=sso&custid=s2773470
"H. K. M. N. Noor, S. A. M. Noah and M. J. A. Aziz",2020,Classification of short possessive clitic pronoun nya in malay text to support anaphor candidate determination,http://dx.doi.org/10.32890/jict2020.19.4.3,http://www.jict.uum.edu.my/images/JICTvol19no42020/513-532.pdf
"Y.-T. Phua, K.-H. Yew, O.-M. Foong and M. Y.-W. Teow",2020,Assessing Suitable Word Embedding Model for Malay Language through Intrinsic Evaluation,10.1109/ICCI51257.2020.9247707,https://ieeexplore.ieee.org/document/9247707/
"Y. S. Purnomo W.P, Y. J. Kumar and N. Z. Zulkarnain",2020,Understanding quotation extraction and attribution: towards automatic extraction of public figure’s statements for journalism in Indonesia,"10.1108/GKMC-07-2020-0098 , IEEE",https://www.emerald.com/insight/content/doi/10.1108/GKMC-07-2020-0098/full/html
X. Y. Qiu and G. Zhu,2016,Learning Indonesian-Chinese Lexicon with Bilingual Word Embedding Models and Monolingual Signals,,https://aclanthology.org/W16-3720.pdf
"S. M. A. Razak, M. S. A. Seman, W. Ali, W. Y. Wan, N. H. Nizan and M. Noor",2019,Malay manuscripts transliteration using statistical machine translation (SMT),10.1109/AiDAS47888.2019.8970867,https://ieeexplore.ieee.org/document/8970867/
"S. M. A. Razak, M. S. A. Seman, W. A. W. Y. W. Mamat and N. H. N. M. Noor",2018,Transliteration engine for union catalogue of Malay manuscripts in Malaysia: E-JAWI version 3,10.1109/ICT4M.2018.00020,https://ieeexplore.ieee.org/document/8567096/
G. J. Suherik and A. Purwarianti,2017,Experiments on coreference resolution for Indonesian language with lexical and shallow syntactic features,10.1109/ICoICT.2017.8074648,https://ieeexplore.ieee.org/document/8074648/
"I. H. Abdullah, A. N. C. A. Rahman and A. Jaludin",2021,The Development of the Malaysian Hansard Corpus: A Corpus of Parliamentary Debates 1959-2020,,https://plm.org.my/ejurnal/index.php/jurnallinguistik/article/view/200
"A. Amalia, O. S. Sitompul, E. B. Nababan, M. S. Lydia and N. Rahmatunnisa",2019,Bahasa Indonesia text corpus generation using web corpora approaches,,http://www.jatit.org/volumes/Vol97No24/14Vol97No24.pdf
"A. Aulia, D. Khairani, R. B. Bahaweres and N. Hakiem",2017,WatsaQ: Repository of Al Hadith in Bahasa (Case study: Hadith Bukhari),10.1109/EECSI.2017.8239077,https://ieeexplore.ieee.org/abstract/document/8239077?casa_token=m-fFnW-AT6wAAAAA:AMaZYtFTyk8xSKbQPCYE54-aXnf1gNNj1UDSsQJ_pYCsM7U4qbrHx7jWvuVXI3STTcuSIWqI8jY
"A. Aulia, D. Khairani and N. Hakiem",2017,Development of a retrieval system for Al Hadith in Bahasa (case study: Hadith Bukhari),10.1109/CITSM.2017.8089323,https://ieeexplore.ieee.org/document/8089323/
"I. Aulia, A. Hizriadi, Seniman and Muhibuddin",2020,Preliminary Research Design on Sensor Data Gathering for Air Quality Text Generation,10.1088/1742-6596/1566/1/012017,https://iopscience.iop.org/article/10.1088/1742-6596/1566/1/012017/meta
"N. S. Awang Abu Bakar, H. Yaacob, D. Handayani and M. A. Abuzaraida",2018,Malay Online Virtual Integrated Corpus (MOVIC): A Systematic Review,10.1109/ICT4M.2018.00052,https://ieeexplore.ieee.org/document/8567128/
"J. A. Bakar, K. Omar, M. F. Nasrudin and M. Z. Murah",2016,NUWT: Jawi-specific buckwalter corpus for Malay word tokenization,,http://www.e-journal.uum.edu.my/index.php/jict/article/view/8172
N. S. A. Bakar,2020,The Development of an Integrated Corpus for Malay Language,10.1007/978-981-15-0058-9_41,https://link.springer.com/chapter/10.1007/978-981-15-0058-9_41
"F. Bond, H. Nomoto, L. M. da Costa and A. Bond",2020,Linking the TUFS Basic Vocabulary to the Open Multilingual Wordnet,,https://aclanthology.org/2020.lrec-1.389.pdf
"P. Boonkwan, T. Supnithi, W. Tosuwan and C. Wutiwiwatchai",2016,The Development of an Audible Pattani Malay-Thai Electronic Phrasebook for Military Purposes,10.1016/j.procs.2016.04.055,https://www.sciencedirect.com/science/article/pii/S1877050916300692
E. Cahyaningtyas and D. Arifianto,2018,Development of under-resourced Bahasa Indonesia speech corpus,10.1109/APSIPA.2017.8282191,https://ieeexplore.ieee.org/document/8282191/
"R. Chandra, M. A. Sucipta Iskandar, L. Yuniar Banowosari, A. Suhendra and P. Prihandoko",2019,Building Corpus in Bahasa Indonesia for Pornographic Indicated Website Content,10.1109/ICCED46541.2019.9161141,https://ieeexplore.ieee.org/document/9161141/
A. Chowanda and A. D. Chowanda,2018,Generative Indonesian Conversation Model using Recurrent Neural Network with Attention Mechanism,10.1016/j.procs.2018.08.194,https://www.sciencedirect.com/science/article/pii/S1877050918314844
S.-F. Chung and M.-H. Shih,2019,An annotated news corpus of Malaysian Malay,,https://www.researchgate.net/profile/Siaw-Fong-Chung/publication/336303513_Chung_Siaw-Fong_and_Meng-Hsien_Shih_2019_An_annotated_news_corpus_of_Malaysian_Malay_In_Hiroki_Nomoto_and_David_Moeljadi_Eds_NUSA_Linguistic_Studies_of_Languages_in_and_around_Indonesia_Theme_Linguist/links/5f6acaa0299bf1b53ee9cfd4/Chung-Siaw-Fong-and-Meng-Hsien-Shih-2019-An-annotated-news-corpus-of-Malaysian-Malay-In-Hiroki-Nomoto-and-David-Moeljadi-Eds-NUSA-Linguistic-Studies-of-Languages-in-and-around-Indonesia-Theme-Linguis.pdf
"M. M. Din, N. H. H. Hashim and M. M. Siraj",2017,Comparative study on corpus development for Malay investment fraud detection in website,,https://www.ajol.info/index.php/jfas/article/view/165892
A. Dinakaramani and T. Suhardijanto,2019,Building a web-based application for language resources in Indonesia,10.1088/1742-6596/1192/1/012022,https://iopscience.iop.org/article/10.1088/1742-6596/1192/1/012022/meta
A. M. Fanani and S. Suyanto,2021,Syllabification Model of Indonesian Language Named-Entity Using Syntactic n-Gram,10.1016/j.procs.2021.01.058,https://www.sciencedirect.com/science/article/pii/S1877050921000727
"D. Gunawan, S. A. H. Lubis, R. F. Rahmat and A. Hizriadi",2019,Building the Pornography Corpus for Bahasa Indonesia Based on TRUST+™ Positif Database,10.1109/ICISS48059.2019.8969831,https://ieeexplore.ieee.org/document/8969831/
H. M. Hanum and Z. A. Bakar,2016,Sentence segmentation and phrase strength estimation in Malay continuous speech,,https://www.researchgate.net/profile/Haslizatul-M-Hanum/publication/305684864_Sentence_segmentation_and_phrase_strength_estimation_in_Malay_continuous_speech/links/57a7dd1e08ae3f45293930f4/Sentence-segmentation-and-phrase-strength-estimation-in-Malay-continuous-speech.pdf
H. M. Hanum and Z. A. Bakar,2016,Evaluation of Energy and Duration on Malay Phrase Breaks,10.1109/AMS.2015.25,https://ieeexplore.ieee.org/document/7725306/
"H. M. Hanum, S. Nasaruddin and Z. A. Bakar",2017,"Prosodic breaks on Malay speech corpus: Evaluation of pitch, intensity and duration",10.1109/INFRKM.2016.7806332,https://ieeexplore.ieee.org/document/7806332/
"K. Hulliyah, H. T. Sukmana, N. S. A. Bakar and A. R. Ismail",2019,Indonesian Affective Word Resources Construction in Valence and Arousal Dimension for Sentiment Analysis,10.1109/CITSM.2018.8674370,https://ieeexplore.ieee.org/document/8674370/
"K. Hulliyah, A. Wahab, N. Kamaruddin, S. Erdogan and Y. Durachman",2017,Analysis of Indonesian sentiment text based on affective space model (ASM) using electroencephalogram (EEG) signals,10.1109/IAC.2016.7905738,https://ieeexplore.ieee.org/document/7905738/
M. Kaity and V. Balakrishnan,2020,An integrated semi-automated framework for domain-based polarity words extraction from an unannotated non-English corpus,10.1007/s11227-020-03222-0,https://link.springer.com/article/10.1007/s11227-020-03222-0
C. Kaland and S. Baumann,2020,Demarcating and highlighting in Papuan Malay phrase prosody,10.1121/10.0001008,https://asa.scitation.org/doi/full/10.1121/10.0001008?casa_token=7kT4evTYXX8AAAAA%3APdB3QJjVn26nUzAmIQoAyPZyiTDk5kXLlaq__65YL3vcGDXSXqMfZXbdbjkF2oFSIvcS0Wiji_NX
C. Kaland and N. P. Himmelmann,2020,Repetition Reduction Revisited: The Prosody of Repeated Words in Papuan Malay,10.1177/0023830918820044,https://journals.sagepub.com/doi/abs/10.1177/0023830918820044
"C. Kaland, N. P. Himmelmann and A. Kluge",2019,Stress predictors in a Papuan Malay random forest,,https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2019/papers/ICPhS_2920.pdf
"C. Kaland, A. Kluge and V. J. Van Heuven",2021,Lexical analyses of the function and phonology of Papuan Malay word stress,10.1515/phon-2021-2003,https://www.degruyter.com/document/doi/10.1515/phon-2021-2003/html
"R. Kannan, K. S. Lay and M. Govindasamy",2019,Review on the Role of Social Media for Dengue Prevention and Monitoring,http://dx.doi.org/10.4028/www.scientific.net/AMM.892.228,https://www.proquest.com/scholarly-journals/review-on-role-social-media-dengue-prevention/docview/2298160508/se-2?accountid=8330
E. Kasmuri and H. Basiron,2019,Building a Malay-English code-switching subjectivity corpus for sentiment analysis,,http://home.ijasca.com/data/documents/8_page-112-130_Building-a-Malay-English-Code-Switching-Subjectivity-Corpus-for-Sentiment-Analysis.pdf
F. Koto,2016,A publicly available Indonesian corpora for automatic abstractive and extractive chat summarization,,https://aclanthology.org/L16-1129
F. Koto and I. Koto,2020,Towards Computational Linguistics in Minangkabau Language: Studies on Sentiment Analysis and Machine Translation,,https://aclanthology.org/2020.paclic-1.17
D. A. Kwary,2019,A corpus platform of Indonesian academic language,10.1016/j.softx.2019.01.011,https://www.sciencedirect.com/science/article/pii/S2352711018302413
"V. Mitra, H. Sujaini and A. B. P. Negara",2017,Rancang bangun aplikasi web scraping untuk korpus paralel indonesia-inggris dengan metode html dom,,https://jurnal.untan.ac.id/index.php/justin/article/view/18130
"M. Mohd, W. F. Paizi Fauzi and A. Jasin",2018,Teknik Pengukuhan Perangkak Tumpuan melalui Modul Pengesan Bahasa bagi Capaian Web Bahasa Melayu (Focused crawler enhancement technique with language detection module for malay web retrieval),10.17576/gema-2018-1803-10,https://ejournal.ukm.my/gema/article/view/26807/8346
"S. A. Mohd, Noah, A. Nazlena Mohamad and H. Mohd Sabri",2018,Penentuan Fitur bagi Pengekstrakan Tajuk Berita Akhbar Bahasa Melayu (Determining Features of News Headline in Malay News Document),http://dx.doi.org/10.17576/gema-2018-1802-11,https://ejournal.ukm.my/gema/article/view/25393/7830
"M. A. Mohd Yunus, A. Mustapha, R. Iqbal and N. A. Samsudin",2017,An Ontological Approach towards Dialogue based Information Visualization System: Quran Corpus for Juz' Amma,10.1051/matecconf/201713500070,https://www.matec-conferences.org/articles/matecconf/abs/2017/49/matecconf_icme2017_00070/matecconf_icme2017_00070.html
"I. A. Mohtar, M. Mohamad, P. N. Azzuri, N. A. Rahman and S. A. M. Nor",2021,Development of a Web-based Jahai-Malay Language Repository,10.1109/CAMP51653.2021.9497863,https://ieeexplore.ieee.org/document/9497863/
"Muljono, A. Harjoko, S. Winarsih Nurul Anisa and C. Supriyanto",2020,An evaluation of sentence selection methods on the different phone-sized units for constructing Indonesian speech corpus,http://dx.doi.org/10.1007/s10772-019-09662-1,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10772-019-09662-1&casa_token=TRV7CNR-KzYAAAAA:9VDa1D5huvUJ2XTmR6eElM2ZDPg566rCr2XNF6JOjYov9ijyUc41Oh1U79H29JaRaCBILlPyMXX420DWcg
Y. Murakami,2019,Indonesia Language Sphere: an ecosystem for dictionary development for low-resource languages,http://dx.doi.org/10.1088/1742-6596/1192/1/012001,https://iopscience.iop.org/article/10.1088/1742-6596/1192/1/012001/meta
"N. A. Nasharuddin, M. T. Abdullah, A. Azman and R. A. Kadir",2018,A Review on Building Bilingual Comparable Corpora for Resource-limited Languages,10.1109/INFRKM.2018.8464798,https://ieeexplore.ieee.org/document/8464798/
"A. H. Nasution, Y. Murakami and T. Ishida",2019,Designing a collaborative process to create bilingual dictionaries of Indonesian ethnic languages,,https://aclanthology.org/L18-1536.pdf
"M. N. Nityasya, R. Mahendra and M. Adriani",2019,Hypernym-Hyponym Relation Extraction from Indonesian Wikipedia Text,10.1109/IALP.2018.8629216,https://ieeexplore.ieee.org/document/8629216/
H. Nomoto and D. Moeljadi,2019,Linguistic studies using large annotated corpora: introduction,,http://repository.tufs.ac.jp/bitstream/10108/94450/2/1_Introduction.pdf
"H. Nomoto, K. Okano, D. Moeljadi and H. Sawada",2018,Tufs asian language parallel corpus (talpco),,https://anlp.jp/proceedings/annual_meeting/2018/pdf_dir/C3-5.pdf
G. P. W. Rajeg,2020,LINGUISTIK KORPUS KUANTITATIF DAN KAJIAN SEMANTIK LEKSIKAL SINONIM EMOSI BAHASA INDONESIA,,http://ojs.linguistik-indonesia.org/index.php/linguistik_indonesia/article/view/155
"H. Riza, M. Purwoadi, Gunarso, T. Uliniansyah, A. A. Ti, S. M. Aljunied, L. C. Mai, V. T. Thang, N. P. Thái, V. Chea, V. Sun, S. Sam, S. Seng, K. M. Soe, K. T. Nwet, M. Utiyama and C. Ding",2017,Introduction of the Asian Language Treebank,10.1109/ICSDA.2016.7918974,https://ieeexplore.ieee.org/document/7918974/
"F. Rumaisa, H. Basiron, Z. Saaya and N. Khamis",2019,Development of multilingual social media data corpus: Development and evaluation,,https://ijicc.net/images/Vol6Iss5/6501_Rumaisa_2019_E_R.pdf
"F. Rumaisa, H. Basiron, Z. Saaya and Y. Muchsam",2020,BMBI: A Development of a Special Corpus on Homonyms for Multi-Lingual Sentiment Analysis,,http://www.warse.org/IJATCSE/static/pdf/file/ijatcse179942020.pdf
"M. A. Saloot, N. Idris, A. Aw and D. Thorleuchter",2016,Twitter corpus creation: The case of a Malay Chat-style-text corpus (MCC),10.1093/llc/fqu066,https://academic.oup.com/dsh/article-abstract/31/2/227/2462835
"S. S. Sazali, N. A. Rahman and Z. A. Bakar",2017,Information extraction: Evaluating named entity recognition from classical Malay documents,10.1109/INFRKM.2016.7806333,https://ieeexplore.ieee.org/document/7806333/
"S. S. Sazali, N. A. Rahman and Z. A. Bakar",2020,Characteristics of Malay translated hadith corpus,10.1016/j.jksuci.2020.07.011,https://www.sciencedirect.com/science/article/pii/S1319157820304250
"G. Shalunts, G. Backfried and H. S. Alam",2018,Sentiment analysis in Indonesian and French by SentiSAIL,10.1109/APSIPA.2017.8282004,https://ieeexplore.ieee.org/document/8282004/
"R. W. Sholikah, A. Z. Arifin, D. Purwitasari and C. Fatichah",2017,Co-occurrence technique and dictionary based method for Indonesian thesaurus construction,10.1109/ICoICT.2017.8074649,https://ieeexplore.ieee.org/document/8074649/
"H. Thamrin, G. Ariyanto, I. Yuliana and D. Purworini",2019,An Application that Invites Users to Participate in Developing Repository of Bahasa Indonesia,10.1109/IC3INA.2018.8629535,https://ieeexplore.ieee.org/document/8629535/
"Y. K. Thu, W. P. Pa, M. Utiyama, A. Finch and E. Sumita",2016,Introducing the Asian language treebank (ALT),,https://aclanthology.org/L16-1249/
"B. Wilie, K. Vincentio, G. I. Winata, S. Cahyawijaya, X. Li, Z. Y. Lim, S. Soleman, R. Mahendra, P. Fung, S. Bahar and A. Purwarianti",2020,IndoNLU: Benchmark and Resources for Evaluating Indonesian Natural Language Understanding,,https://aclanthology.org/2020.aacl-main.85
T. Wiratno and H. Dzakiria,2016,Examining the writing genre in journal articles of natural science and social science,10.1166/asl.2016.8175,https://www.researchgate.net/publication/316513869_Examining_the_Writing_Genre_in_Journal_Articles_of_Natural_Science_and_Social_Science
"A. R. M. Yusof, M. F. Hamdan, S. A. Baharuddin and M. S. Abdullah",2017,BAHASA MELAYU SEBAGAI BAHASA ILMU (BMBI) DI RUANG SIBER: SUATU ANALISIS SOSIOLOGI TEHADAP PEMBANGUNAN PANGKALAN DATA BMBI,,https://www.proquest.com/scholarly-journals/bahasa-melayu-sebagai-ilmu-bmbi-di-ruang-siber/docview/2123025433/se-2?accountid=8330
J. Aziz,2019,Exploring gender issues associated with wanita/woman and perempuan/woman in Malaysian parliamentary debates: A culturomic approach,10.17576/gema-2019-1904-15,http://ejournal.ukm.my/gema/article/view/35751
D. E. Effendi and Muchammadun,2018,“Happiness” in Bahasa Indonesia and its implication to health and community well-being,,https://www.researchgate.net/profile/Diyan_Effendi/publication/316286149_Happiness_in_Bahasa_Indonesia_and_its_implication_to_health_and_community_well-being/links/5c9cb3d992851cf0ae9cbd26/Happiness-in-Bahasa-Indonesia-and-its-implication-to-health-and-community-well-being.pdf
S. Z. M. Hashim and H. A. Rahim,2016,"Defying the global: The cultural connotations of ""islam"" in Malaysia",10.21315/kajh2016.23.s2.5,http://web.usm.my/kajh/vol23_s2_2016/kajh23s22016_05.pdf
"T. K. Hua, H. Khalis, N. E. Mohd-Said and O. S. Howe",2021,The polarity of war metaphors in sports news: A corpus-informed analysis,10.17576/gema-2021-2102-13,https://ejournal.ukm.my/gema/article/download/41185/11934
"T. K. Hua, S. M. M. So’od and B. A. Hamid",2019,Communicating insults in cyberbullying,,https://www.researchgate.net/profile/Kim-Hua-Tan-3/publication/337648314_Communicating_Insults_in_Cyberbullying/links/5de1ea6692851c8364549337/Communicating-Insults-in-Cyberbullying.pdf
N. A. W. Mansor and N. H. Jalaluddin,2016,"The implicit meaning in malay figurative language: Synergising communication, cognition and semantics",,https://www.researchgate.net/publication/306207417_The_implicit_meaning_in_malay_figurative_language_Synergising_communication_cognition_and_semantics
"A. Norsimah Mat, A. Jaludin, R. Anis Nadiah Che Abdul and I. Ho-Abdullah",2019,“Is Selangor in Deep Water?”: A Corpus-driven Account of Air/water in the Malaysian Hansard Corpus (MHC),http://dx.doi.org/10.17576/gema-2019-1902-07,https://www.proquest.com/scholarly-journals/is-selangor-deep-water-corpus-driven-account-air/docview/2407348821/se-2?accountid=8330
"N. Othman, N. Nor Fariza Mohd and N. Ibrahim",2019,Linguistic Representation of Violence in Judicial Opinions in Malaysia,http://dx.doi.org/10.17576/gema-2019-1902-06,https://www.proquest.com/scholarly-journals/linguistic-representation-violence-judicial/docview/2407348800/se-2?accountid=8330
"N. Panggih Kusuma, T. Pansombut and A. Ueranantasun",2020,Text mining of online job advertisements to identify direct discrimination during job hunting process: A case study in Indonesia,http://dx.doi.org/10.1371/journal.pone.0233746,https://www.proquest.com/scholarly-journals/text-mining-online-job-advertisements-identify/docview/2409620433/se-2?accountid=8330
B. P. Paramarta,2018,Analisis korpus terhadap idiom bahasa Indonesia yang berbasis nama binatang,,https://journal.unnes.ac.id/nju/index.php/lingua/article/view/12903
"S. M. Saad, N. H. Jalaluddin and I. Ho-Abdullah",2018,Conceptual metaphor and linguistic manifestations in malay and french: A cognitive analysis,10.17576/gema-2018-1803-07,https://ejournal.ukm.my/gema/article/view/22651/8340
"A. Sarudin, M. M. Muhammad, M. F. Zaini, H. F. M. Redzwan and S. S. A. Bakar",2020,The relationship between astronomy and architecture as an element of malay intelligentsia,,https://glocal.soas.ac.uk/cala-2020-11-4/
M. F. Subet and M. R. Md Nasir,2019,Inquisitive semantic analysis of malay language proverbs,,http://www.e-journal.uum.edu.my/index.php/mjli/article/view/mjli2019.16.2.9
S. Z. Subir,2019,"BEYOND THE CLOSET? THE TRENDS AND VISIBILITY OF HOMOSEXUALITY COVERAGE IN MALAYSIAN NEWSPAPERS, 1998 – 2012",,https://www.proquest.com/scholarly-journals/beyond-closet-trends-visibility-homosexuality/docview/2396319866/se-2?accountid=8330
"K. H. Tan, A. Imran Ho, N. A. Zulkifli and S. Shamirr Muhammad Mohd",2017,Trend Penggunaan Bahasa Samar dalam Persidangan Parlimen Malaysia (Trend of Adjunctive and Disjunctive Extenders Usage in The Malaysian Parliament),http://dx.doi.org/10.17576/gema-2017-1704-06,https://www.proquest.com/scholarly-journals/trend-penggunaan-bahasa-samar-dalam-persidangan/docview/2407351093/se-2?accountid=8330
"S.-H. Ting, K.-M. Chuah, C. Jerome and A. Johnson",2021,SPOTLIGHT ON LGBT IN MALAYSIAN ONLINE NEWSPAPERS: INSIGHTS FROM TEXTUAL ANALYTICS,10.1080/07366981.2021.1958733,https://www.tandfonline.com/doi/full/10.1080/07366981.2021.1958733?casa_token=oC7vuGhjVkQAAAAA%3AcfHdsr9eQUDLuddnZoZ0iFNajg1Qz7VraDRgLTQIZclnUy5LVWAGIxGZiIxSmNO86NE48qZgukMDkw
"S. Triyono, W. Sahayu and Margana",2020,Form and function of negation in German and Indonesian: Searching for equivalent construction of meaning,10.17509/ijal.v9i3.23218,https://ejournal.upi.edu/index.php/IJAL/article/view/23218
"N. Yannuar, E. Iragiliati and Z. Evynurul Laily",2017,Bòsò Walikan Malang’s Address Practices,http://dx.doi.org/10.17576/gema-2017-1701-07,https://www.proquest.com/scholarly-journals/bòsò-walikan-malang-s-address-practices/docview/2407356254/se-2?accountid=8330
"M. F. Zaini, A. Saruddin, M. M. Muhammad and S. S. A. Bakar",2020,Perception and metaphorical smell: A malay manuscript study (petua membina rumah) as an asian text,,https://glocal.soas.ac.uk/cala-2020-11-2/
"M. F. Zaini, A. Sarudin, M. M. Muhammad, Z. Osman, H. F. Mohamed Redzwan and M. A. Al-Muhsin",2021,House building tips (HBT) corpus dataset as a resource to discover Malay architectural ingenuity and identity,10.1016/j.dib.2021.107013,https://www.ncbi.nlm.nih.gov/pubmed/33898671
T. Ajitiono and Y. Widyani,2017,Indonesian essay grading module using Natural Language Processing,10.1109/ICODSE.2016.7936117,https://ieeexplore.ieee.org/document/7936117/
"A. Amalia, D. Gunawan, Y. Fithri and I. Aulia",2019,Automated Bahasa Indonesia essay evaluation with latent semantic analysis,http://dx.doi.org/10.1088/1742-6596/1235/1/012100,https://iopscience.iop.org/article/10.1088/1742-6596/1235/1/012100/meta
"S. Anida, R. Husna Faredza Mohamed, Z. Osman, S. Raja Noor Farah Azura Raja Ma’amor and A. Intan Safinas Mohd Ariff",2019,Menangani Kekaburan Kemahiran Prosedur dan Terminologi Awal Matematik: Pendekatan Leksis Berdasarkan Teori Prosodi Semantik,http://dx.doi.org/10.32890/mjli2019.16.2.10,https://www.proquest.com/scholarly-journals/menangani-kekaburan-kemahiran-prosedur-dan/docview/2581918800/se-2
"Destiani, Andayani and M. Rohmadi",2018,Vocabulary Load on Two Mainstream Indonesian Textbooks for Foreign Learners: A Comparative Study,http://dx.doi.org/10.23918/ijsses.v5i2p137,https://www.proquest.com/scholarly-journals/vocabulary-load-on-two-mainstream-indonesian/docview/2394972061/se-2?accountid=8330
"A. Destiani, A. Andayani and M. Rohmadi",2018,Perbandingan Deiksis pada Dua Buku Ajar: Analisis Kontrastif BIPA dan Bahasa Inggris,,https://pdfs.semanticscholar.org/91bc/090a4924bf8e79fee96a3e4f95dc7aa5291c.pdf
A. Fadly,2018,Pengembangan kamus pemelajar bahasa Indonesia bagi penutur asing tingkat dasar di Universitas Muhammadiyah Jakarta,,https://jurnal.umj.ac.id/index.php/penaliterasi/article/view/3501
"B. Irmawati, H. Shindo and Y. Matsumoto",2016,Exploiting Syntactic Similarities for Preposition Error Corrections on Indonesian Sentences Written by Second Language Learner,10.1016/j.procs.2016.04.052,https://www.sciencedirect.com/science/article/pii/S1877050916300667
"B. Irmawati, H. Shindo and Y. Matsumoto",2017,Generating artificial error data for indonesian preposition error corrections,10.14716/ijtech.v8i3.4825,https://ijtech.eng.ui.ac.id/article/view/215
"Y. Karlina, A. Rahman and R. Chowdhury",2020,Designing Phonetic Alphabet for Bahasa Indonesia (PABI) for the teaching of intelligible English pronunciation in Indonesia,10.17509/ijal.v9i3.23223,https://ejournal.upi.edu/index.php/IJAL/article/view/23223
Z. Maxwell-Smith,2021,Fossicking in dominant language teaching: Javanese and Indonesian ‘low’varieties in language teaching resources,https://doi.org/10.33011/computel.v1i.955,https://journals.colorado.edu/index.php/computel/article/view/955
"L. E. Rahmawati, A. Niasih, H. Kusmanto and H. J. Prayitno",2020,Environmental awareness content for character education in grade 10 in Indonesian language student textbooks,,https://www.ijicc.net/images/vol11iss4/11414_Rahmawati_2020_E_R.pdf
"H. F. M. Redzwan, K. A. Bahari, A. Sarudin and Z. Osman",2020,"Strategi Pengukuran Upaya Berbahasa Menerusi Kesantunan Berbahasa sebagai Indikator Profesionalisme Guru Pelatih Berasaskan Skala Morfofonetik, Sosiolinguistik dan Sosiopragmatik (Linguistic politeness as an indicator of trainee teacher professionalism: A language abilty measurement strategy based on morphophonetic, sociolinguistic and sociopragmatic scales)",,https://www.researchgate.net/publication/341775942_Strategi_Pengukuran_Upaya_Berbahasa_Menerusi_Kesantunan_Berbahasa_sebagai_Indikator_Profesionalisme_Guru_Pelatih_Berasaskan_Skala_Morfofonetik_Sosiolinguistik_dan_Sosiopragmatik
R. Siregar,2017,Teaching Specific Purpose Translation: Utilization of Bilingual Contract Document as Parallel Corpus,,https://files.eric.ed.gov/fulltext/EJ1144776.pdf
R. Sofyan and B. Tarigan,2018,Theme markedness in the translation of student translators,10.17509/ijal.v8i1.11463,https://ejournal.upi.edu/index.php/IJAL/article/view/11463
